return_id,order_id,sku,quantity,return_date,reason,condition_on_return
RET-000935,ORD-005521,B0JJCQQ73Q,1,2025-03-19,no longer needed,opened
RET-000936,ORD-005522,B0WXUN8SX9,1,2025-03-11,changed mind,resellable
RET-000937,ORD-005523,B0LZTYNZMM,1,2025-03-04,changed mind,resellable
RET-000938,ORD-005526, stoneware_loaf_tin ,1,2025-03-02,changed mind,resellable
RET-000939,ORD-005532,VH-1097,1,2025-02-24,not as described,damaged
RET-000940,ORD-005539,VH-1079,1,2025-03-23,arrived damaged,damaged
RET-000941,ORD-005543,B0TBF17EBH,1,2025-03-20,changed mind,resellable
RET-000942,ORD-005549,VH-1059,1,2025-03-05,changed mind,damaged
RET-000943,ORD-005552,B0TBF17EBH,1,2025-03-02,no longer needed,resellable
RET-000944,ORD-005553,VH-1081,1,2025-04-01,arrived damaged,damaged
RET-000945,ORD-005555,B00RADH5S3,1,2025-04-02,changed mind,resellable
RET-000946,ORD-005567,B0L1F47G91,1,2025-04-11,quality issue,opened
RET-000947,ORD-005568,B0LZTYNZMM,1,2025-03-19,changed mind,resellable
RET-000948,ORD-005574, enamel_frying_pan ,1,2025-03-16,no longer needed,resellable
RET-000949,ORD-005577,B0QGLWA5EL,3,2025-03-13,arrived damaged,damaged
RET-000950,ORD-005582,B0BW9EFX8S,1,2025-02-24,no longer needed,opened
RET-000951,ORD-005584, slatsalabowl ,1,2025-02-18,quality issue,opened
RET-000952,ORD-005587,B0PFWXAFNA,1,2025-02-08,changed mind,opened
RET-000953,ORD-005593,VH-1013,1,2025-03-10,quality issue,damaged
RET-000954,ORD-005609,VH-1053,1,2025-03-05,no longer needed,resellable
RET-000955,ORD-005612,B0GKVZ8140,1,2025-04-11,not as described,opened
RET-000956,ORD-005614,bamboo-cake-tin ,1,2025-03-28,no longer needed,damaged
RET-000957,ORD-005620,B0XS5B40FN,1,2025-03-22,arrived damaged,damaged
RET-000958,ORD-005623,B00E7ZCXW5,1,2025-04-07,changed mind,resellable
RET-000959,ORD-005624,B0L1F47G91,1,2025-03-29,changed mind,resellable
RET-000960,ORD-005625,B0WXUN8SX9,1,2025-04-26,wrong item,resellable
RET-000961,ORD-005630,B04FTSGMDD,1,2025-03-17,no longer needed,resellable
RET-000962,ORD-005631,B03RU2WGG5,1,2025-03-26,no longer needed,resellable
RET-000963,ORD-005635,B0TBF17EBH,1,2025-04-08,changed mind,resellable
RET-000964,ORD-005635,B00RADH5S3,2,2025-04-02,quality issue,damaged
RET-000965,ORD-005635,B0NNFJVLCD,1,2025-03-26,arrived damaged,damaged
RET-000966,ORD-005638,B0GQ0AUTHT,1,2025-03-15,arrived damaged,damaged
RET-000967,ORD-005647,B00E7ZCXW5,1,2025-04-13,quality issue,resellable
RET-000968,ORD-005648,B04BS1RFN3,1,2025-04-07,changed mind,resellable
RET-000969,ORD-005648,B076GJU5HA,1,2025-04-21,changed mind,damaged
RET-000970,ORD-005666,B0N4R752V5,1,2025-04-11,changed mind,resellable
RET-000971,ORD-005671,VH-1053,1,2025-03-18,changed mind,opened
RET-000972,ORD-005671,VH-1057,1,2025-03-18,changed mind,resellable
RET-000973,ORD-005684,B00RADH5S3,1,2025-04-09,no longer needed,resellable
RET-000974,ORD-005704,B00RADH5S3,1,2025-04-17,wrong item,resellable
RET-000975,ORD-005706,B00RADH5S3,2,2025-04-11,changed mind,resellable
RET-000976,ORD-005715,B0GKVZ8140,1,2025-04-02,changed mind,resellable
RET-000977,ORD-005716, marbturn ,1,2025-05-14,changed mind,damaged
RET-000978,ORD-005722,B07LLE55WZ,1,2025-05-01,changed mind,resellable
RET-000979,ORD-005724,B0S1TJJESE,1,2025-04-15,wrong item,opened
RET-000980,ORD-005728,B0GKGBFV52,2,2025-04-18,changed mind,resellable
RET-000981,ORD-005734,B0GKGBFV52,1,2025-04-22,not as described,opened
RET-000982,ORD-005740,B0GKGBFV52,1,2025-03-16,changed mind,opened
RET-000983,ORD-005757,B0CZC3PXCW,1,2025-03-23,wrong item,opened
RET-000984,ORD-005766,B0TE7M6JWU,1,2025-04-07,no longer needed,resellable
RET-000985,ORD-005767,B0JJCQQ73Q,1,2025-03-11,arrived damaged,damaged
RET-000986,ORD-005771,B07YF2T8JE,1,2025-05-02,not as described,resellable
RET-000987,ORD-005777,B0WXUN8SX9,1,2025-04-02,changed mind,resellable
RET-000988,ORD-005778, melamine-mug-set  ,1,2025-03-26,no longer needed,resellable
RET-000989,ORD-005781,B0GQ0AUTHT,1,2025-03-29,quality issue,opened
RET-000990,ORD-005804,VH-1042,1,2025-04-22,changed mind,resellable
RET-000991,ORD-005807,B0WXUN8SX9,1,2025-03-31,changed mind,resellable
RET-000992,ORD-005809, terrapro  ,1,2025-03-22,no longer needed,resellable
RET-000993,ORD-005810,borosilicte turner  ,1,2025-04-29,not as described,resellable
RET-000994,ORD-005830,B00RADH5S3,1,2025-04-16,arrived damaged,damaged
RET-000995,ORD-005832,B0TBXU1FDC,2,2025-03-28,arrived damaged,damaged
RET-000996,ORD-005834,VH-1053,1,2025-03-21,quality issue,opened
RET-000997,ORD-005837,B0S1TJJESE,1,2025-03-22,changed mind,resellable
RET-000998,ORD-005840,B076GJU5HA,1,2025-04-02,no longer needed,resellable
RET-000999,ORD-005847,B0NNFJVLCD,1,2025-03-30,arrived damaged,damaged
RET-001000,ORD-005850,B00RADH5S3,1,2025-03-20,changed mind,opened
RET-001001,ORD-005853,VH-1057,1,2025-03-17,not as described,opened
RET-001002,ORD-005855,B0ZQ6DWCXF,1,2025-03-18,changed mind,resellable
RET-001003,ORD-005858,B0HC6GKYNZ,1,2025-03-31,changed mind,opened
RET-001004,ORD-005883,VH-1112,1,2025-04-07,changed mind,resellable
RET-001005,ORD-005887,B0WXUN8SX9,1,2025-03-19,not as described,resellable
RET-001006,ORD-005889,B0NNFJVLCD,1,2025-03-23,arrived damaged,damaged
RET-001007,ORD-005897,B0WXUN8SX9,1,2025-03-10,changed mind,resellable
RET-001008,ORD-005903,B00RADH5S3,1,2025-04-01,wrong item,resellable
RET-001009,ORD-005904,B0R6SMCWAT,1,2025-04-11,quality issue,resellable
RET-001010,ORD-005911,B0CZC3PXCW,1,2025-03-29,not as described,resellable
RET-001011,ORD-005912,B0GKGBFV52,1,2025-04-17,arrived damaged,damaged
RET-001012,ORD-005915,B0WXUN8SX9,1,2025-04-01,no longer needed,resellable
RET-001013,ORD-005918,B0CZC3PXCW,1,2025-03-18,wrong item,opened
RET-001014,ORD-005926, glasstorjarsetof6  ,1,2025-04-26,changed mind,resellable
RET-001015,ORD-005928,B00RADH5S3,2,2025-04-05,changed mind,resellable
RET-001016,ORD-005930,B0WXUN8SX9,1,2025-04-08,no longer needed,resellable
RET-001017,ORD-005933, stoneware_loaf_tin  ,1,2025-04-11,not as described,resellable
RET-001018,ORD-005934,B00RADH5S3,1,2025-03-28,quality issue,damaged
RET-001019,ORD-005945,VH-1037,1,2025-04-08,changed mind,opened
RET-001020,ORD-005947,B0W8N8XWYK,1,2025-04-10,changed mind,resellable
RET-001021,ORD-005953,B0WXUN8SX9,3,2025-04-13,changed mind,resellable
RET-001022,ORD-005957, enamel elecric kettle ,1,2025-03-27,arrived damaged,damaged
RET-001023,ORD-005964,B0TE7M6JWU,1,2025-04-08,changed mind,resellable
RET-001024,ORD-005964,B0NTQBZ4V2,2,2025-03-18,no longer needed,resellable
RET-001025,ORD-005968,B0WXUN8SX9,1,2025-03-26,arrived damaged,resellable
RET-001026,ORD-005972,B0CVL56XRT,1,2025-03-28,changed mind,opened
RET-001027,ORD-005975,B00H6QEFH6,1,2025-05-09,not as described,opened
RET-001028,ORD-005977,B0WXUN8SX9,1,2025-04-01,arrived damaged,damaged
RET-001029,ORD-005985,B0WXUN8SX9,1,2025-04-17,quality issue,opened
RET-001030,ORD-006000,VH-1113,2,2025-03-23,no longer needed,resellable
RET-001031,ORD-006009,B0LZTYNZMM,1,2025-04-11,changed mind,resellable
RET-001032,ORD-006011,B0PSBKCKDF,1,2025-04-10,no longer needed,resellable
RET-001033,ORD-006015,B0WXUN8SX9,1,2025-04-15,changed mind,resellable
RET-001034,ORD-006023,B0WXUN8SX9,1,2025-04-07,not as described,resellable
RET-001035,ORD-006023,B0NNFJVLCD,1,2025-05-06,changed mind,resellable
RET-001036,ORD-006042,B0TBF17EBH,1,2025-03-10,not as described,damaged
RET-001037,ORD-006049,B0XDTY1E1W,1,2025-03-17,arrived damaged,damaged
RET-001038,ORD-006050,B00RADH5S3,1,2025-04-10,changed mind,opened
RET-001039,ORD-006057,B0PSBKCKDF,1,2025-03-22,no longer needed,resellable
RET-001040,ORD-006062, staisteestanmixe  ,1,2025-03-26,wrong item,resellable
RET-001041,ORD-006063,VH-1000,1,2025-04-05,not as described,opened
RET-001042,ORD-006065,B0XS5B40FN,1,2025-04-03,quality issue,damaged
RET-001043,ORD-006078,B0SFE1R7XM,1,2025-04-03,changed mind,resellable
RET-001044,ORD-006082,stoneware-electric-kettle  ,1,2025-03-21,no longer needed,resellable
RET-001045,ORD-006086,B0L1F47G91,1,2025-04-03,changed mind,resellable
RET-001046,ORD-006096,B00E7ZCXW5,1,2025-04-17,arrived damaged,damaged
RET-001047,ORD-006096,B0TBF17EBH,1,2025-05-07,changed mind,resellable
RET-001048,ORD-006102,B0R6SMCWAT,1,2025-04-03,wrong item,resellable
RET-001049,ORD-006104,B00LHXS3KS,1,2025-03-14,quality issue,damaged
RET-001050,ORD-006105,VH-1117,1,2025-03-12,no longer needed,opened
RET-001051,ORD-006115,staisteestanmixe  ,2,2025-03-23,no longer needed,resellable
RET-001052,ORD-006127,B0R6SMCWAT,1,2025-05-07,quality issue,damaged
RET-001053,ORD-006127,B0HC6GKYNZ,2,2025-04-20,arrived damaged,damaged
RET-001054,ORD-006147,vh stainless steel muffin tray  ,1,2025-03-13,not as described,damaged
RET-001055,ORD-006147, cast-iron-casserole-5l ,1,2025-03-13,quality issue,resellable
RET-001056,ORD-006154,B0PSBKCKDF,1,2025-04-01,not as described,damaged
RET-001057,ORD-006159,B0TBF17EBH,1,2025-04-01,arrived damaged,damaged
RET-001058,ORD-006162,B0GQ0AUTHT,1,2025-05-23,no longer needed,resellable
RET-001059,ORD-006168,B0TBF17EBH,1,2025-04-04,arrived damaged,damaged
RET-001060,ORD-006171,VH-1107,1,2025-03-30,no longer needed,resellable
RET-001061,ORD-006174,B044FDSE6A,1,2025-04-14,changed mind,resellable
RET-001062,ORD-006182,B0TBF17EBH,1,2025-03-24,not as described,resellable
RET-001063,ORD-006182,B0PB2ANK9N,1,2025-04-05,changed mind,resellable
RET-001064,ORD-006205,terracotta_placemat_set  ,1,2025-03-25,wrong item,resellable
RET-001065,ORD-006214,B0TE7M6JWU,1,2025-04-07,changed mind,resellable
RET-001066,ORD-006217,B0WXUN8SX9,1,2025-03-27,arrived damaged,damaged
RET-001067,ORD-006219,B0R6SMCWAT,1,2025-03-23,no longer needed,resellable
RET-001068,ORD-006219,B0WXUN8SX9,1,2025-04-08,quality issue,opened
RET-001069,ORD-006229,B00RADH5S3,3,2025-04-12,changed mind,resellable
RET-001070,ORD-006230,B0L1F47G91,1,2025-05-02,changed mind,opened
RET-001071,ORD-006240,B0WXUN8SX9,2,2025-04-25,no longer needed,opened
RET-001072,ORD-006245,B00RADH5S3,1,2025-03-19,wrong item,damaged
RET-001073,ORD-006247,B00E7ZCXW5,1,2025-04-05,wrong item,damaged
RET-001074,ORD-006247,B0CVL56XRT,1,2025-04-13,not as described,resellable
RET-001075,ORD-006254,VH-1060,1,2025-03-22,changed mind,resellable
RET-001076,ORD-006259,B0TE7M6JWU,1,2025-05-01,not as described,resellable
RET-001077,ORD-006267,B0TBF17EBH,1,2025-03-29,changed mind,resellable
RET-001078,ORD-006273,B0NNFJVLCD,1,2025-04-22,wrong item,resellable
RET-001079,ORD-006273,B0WXUN8SX9,2,2025-04-01,wrong item,opened
RET-001080,ORD-006278,B0WXUN8SX9,1,2025-05-06,wrong item,opened
RET-001081,ORD-006279,VH-1069,1,2025-04-01,changed mind,opened
RET-001082,ORD-006283,acaia apron ,2,2025-04-13,changed mind,resellable
RET-001083,ORD-006291,VH-1014,1,2025-03-23,no longer needed,resellable
RET-001084,ORD-006295,B0WXUN8SX9,1,2025-03-24,changed mind,opened
RET-001085,ORD-006315,B0TBF17EBH,1,2025-04-26,not as described,damaged
RET-001086,ORD-006330,B0R6SMCWAT,1,2025-04-08,no longer needed,resellable
RET-001087,ORD-006331,VH-1019,1,2025-04-11,changed mind,resellable
RET-001088,ORD-006348,borosilicate_carafe  ,1,2025-03-27,quality issue,damaged
RET-001089,ORD-006350,B0WXUN8SX9,1,2025-03-08,quality issue,opened
RET-001090,ORD-006351,B0NTQBZ4V2,1,2025-03-24,wrong item,opened
RET-001091,ORD-006351,B0GQ0AUTHT,1,2025-03-24,wrong item,resellable
RET-001092,ORD-006356, glasstorjarsetof6  ,1,2025-03-11,not as described,resellable
RET-001093,ORD-006395,B0P5C1VXW0,1,2025-05-28,no longer needed,resellable
RET-001094,ORD-006396,B0NTQBZ4V2,1,2025-05-31,wrong item,opened
RET-001095,ORD-006414,B0JJCQQ73Q,2,2025-05-15,changed mind,damaged
RET-001096,ORD-006416,B0WXUN8SX9,1,2025-05-25,no longer needed,resellable
RET-001097,ORD-006417,B0G1ZLZB9X,1,2025-04-16,changed mind,resellable
RET-001098,ORD-006418,B04FTSGMDD,2,2025-04-24,not as described,damaged
RET-001099,ORD-006420,B00RADH5S3,1,2025-05-25,not as described,damaged
RET-001100,ORD-006424, staisteestanmixe  ,1,2025-04-23,quality issue,damaged
RET-001101,ORD-006426,B00RADH5S3,1,2025-04-10,not as described,damaged
RET-001102,ORD-006427,B0TBF17EBH,1,2025-05-18,wrong item,resellable
RET-001103,ORD-006431,B0WXUN8SX9,1,2025-06-02,arrived damaged,damaged
RET-001104,ORD-006434,B0QBC8YR1R,1,2025-05-09,arrived damaged,opened
RET-001105,ORD-006436, ceramic dinnr set 12 piece ,1,2025-04-13,not as described,resellable
RET-001106,ORD-006438,B0TBF17EBH,1,2025-05-11,changed mind,opened
RET-001107,ORD-006448, acacsauc  ,1,2025-05-22,no longer needed,resellable
RET-001108,ORD-006455,B0NTQBZ4V2,1,2025-04-27,changed mind,opened
RET-001109,ORD-006458,B0TBF17EBH,1,2025-05-13,changed mind,resellable
RET-001110,ORD-006459,VH-1086,1,2025-05-07,changed mind,opened
RET-001111,ORD-006467,B0WXUN8SX9,1,2025-04-25,not as described,damaged
RET-001112,ORD-006476,B0WXUN8SX9,1,2025-05-06,changed mind,damaged
RET-001113,ORD-006483,B00RADH5S3,1,2025-05-07,quality issue,damaged
RET-001114,ORD-006484,VH-1019,1,2025-04-14,changed mind,resellable
RET-001115,ORD-006492,B0G9FTWQ6C,1,2025-05-09,quality issue,opened
RET-001116,ORD-006497,B0L1F47G91,1,2025-06-08,changed mind,resellable
RET-001117,ORD-006509,B0L1F47G91,1,2025-05-11,no longer needed,resellable
RET-001118,ORD-006512,B0WXUN8SX9,1,2025-04-19,changed mind,resellable
RET-001119,ORD-006523,B00RADH5S3,1,2025-04-30,changed mind,resellable
RET-001120,ORD-006527, stoeware serving board ,1,2025-04-29,quality issue,damaged
RET-001121,ORD-006537,B0WXUN8SX9,1,2025-04-20,changed mind,resellable
RET-001122,ORD-006543,B0RXXN9M2M,1,2025-05-22,changed mind,resellable
RET-001123,ORD-006550,B0WXUN8SX9,1,2025-05-06,no longer needed,resellable
RET-001124,ORD-006553,B0HGZ5AHB5,1,2025-05-08,changed mind,resellable
RET-001125,ORD-006557,B0WXUN8SX9,1,2025-05-08,not as described,opened
RET-001126,ORD-006567,B07LLE55WZ,1,2025-05-01,arrived damaged,damaged
RET-001127,ORD-006571,staisteestanmixe ,1,2025-04-22,changed mind,resellable
RET-001128,ORD-006573,B0WXUN8SX9,1,2025-04-29,quality issue,opened
RET-001129,ORD-006576,VH-1085,1,2025-04-22,no longer needed,opened
RET-001130,ORD-006577,B0U862BR2Y,1,2025-04-20,wrong item,resellable
RET-001131,ORD-006588, vh bamboo turner ,1,2025-04-21,not as described,opened
RET-001132,ORD-006589,B0TBF17EBH,1,2025-05-15,changed mind,resellable
RET-001133,ORD-006595,B0ZM4P1CPY,1,2025-05-02,no longer needed,resellable
RET-001134,ORD-006596,B00RADH5S3,1,2025-05-01,not as described,damaged
RET-001135,ORD-006596,B0WXUN8SX9,1,2025-04-18,wrong item,resellable
RET-001136,ORD-006617,VH-1081,4,2025-06-02,not as described,resellable
RET-001137,ORD-006619,B044FDSE6A,1,2025-05-08,not as described,opened
RET-001138,ORD-006622,B0B1RBATAH,1,2025-05-18,no longer needed,resellable
RET-001139,ORD-006628,B0TBF17EBH,1,2025-05-09,quality issue,opened
RET-001140,ORD-006645,B0GQ0AUTHT,1,2025-05-02,not as described,resellable
RET-001141,ORD-006670,B07BFW8H1T,3,2025-04-23,not as described,resellable
RET-001142,ORD-006670,B0WXUN8SX9,1,2025-04-21,changed mind,resellable
RET-001143,ORD-006699,VH-1053,1,2025-05-24,changed mind,resellable
RET-001144,ORD-006719,B0WXUN8SX9,1,2025-04-29,arrived damaged,opened
RET-001145,ORD-006729,VH-1113,1,2025-04-17,changed mind,resellable
RET-001146,ORD-006739,B0CZC3PXCW,1,2025-05-03,not as described,opened
RET-001147,ORD-006744,vh bamboo kitchen utensil set  ,1,2025-05-03,arrived damaged,damaged
RET-001148,ORD-006752,VH-1053,3,2025-05-09,wrong item,opened
RET-001149,ORD-006753,B0UUZPWM7A,1,2025-04-26,changed mind,opened
RET-001150,ORD-006758,B0PFWXAFNA,1,2025-06-02,changed mind,opened
RET-001151,ORD-006758,B0S1ZHPN2M,1,2025-04-25,not as described,opened
RET-001152,ORD-006765,B00RADH5S3,1,2025-05-09,not as described,opened
RET-001153,ORD-006766,B0WXUN8SX9,1,2025-04-06,not as described,opened
RET-001154,ORD-006770,B0XVBEPU7E,1,2025-04-26,wrong item,damaged
RET-001155,ORD-006771,B0NTQBZ4V2,1,2025-04-27,no longer needed,resellable
RET-001156,ORD-006775,B0TBF17EBH,1,2025-05-04,wrong item,resellable
RET-001157,ORD-006778,B0WXUN8SX9,3,2025-04-22,arrived damaged,damaged
RET-001158,ORD-006782,B0WXUN8SX9,1,2025-05-20,arrived damaged,damaged
RET-001159,ORD-006785,B0WXUN8SX9,1,2025-04-30,changed mind,resellable
RET-001160,ORD-006791,VH-1092,1,2025-04-23,arrived damaged,damaged
RET-001161,ORD-006794,B0U862BR2Y,1,2025-06-10,no longer needed,resellable
RET-001162,ORD-006797,vh linen frying pan  ,1,2025-05-22,not as described,damaged
RET-001163,ORD-006798,VH-1057,1,2025-05-26,changed mind,resellable
RET-001164,ORD-006801,B0WXUN8SX9,1,2025-04-19,changed mind,resellable
RET-001165,ORD-006802,B04FTSGMDD,1,2025-05-17,quality issue,damaged
RET-001166,ORD-006810,B00RADH5S3,1,2025-05-25,not as described,resellable
RET-001167,ORD-006820, vh enamel tumbler set  ,1,2025-06-08,arrived damaged,opened
RET-001168,ORD-006826,B0FBSP8LCU,1,2025-06-04,not as described,damaged
RET-001169,ORD-006827,B0TBF17EBH,1,2025-04-23,changed mind,resellable
RET-001170,ORD-006830,B0WXUN8SX9,3,2025-05-14,no longer needed,resellable
RET-001171,ORD-006841,VH-1118,1,2025-05-10,changed mind,resellable
RET-001172,ORD-006844,B0PFWXAFNA,1,2025-04-17,not as described,opened
RET-001173,ORD-006862,B0QBC8YR1R,1,2025-05-08,wrong item,resellable
RET-001174,ORD-006874,B0TBXU1FDC,1,2025-05-03,no longer needed,opened
RET-001175,ORD-006884,VH-1113,1,2025-04-14,changed mind,resellable
RET-001176,ORD-006896,B0CZC3PXCW,1,2025-04-07,changed mind,opened
RET-001177,ORD-006897,VH-1085,2,2025-05-04,not as described,resellable
RET-001178,ORD-006912,B0WXUN8SX9,1,2025-04-16,not as described,resellable
RET-001179,ORD-006917,B0QBC8YR1R,1,2025-04-24,quality issue,damaged
RET-001180,ORD-006917,B00RADH5S3,1,2025-05-06,arrived damaged,damaged
RET-001181,ORD-006924,B0GQ0AUTHT,1,2025-05-09,not as described,resellable
RET-001182,ORD-006931,B0C14B2M8L,1,2025-04-21,wrong item,resellable
RET-001183,ORD-006936,B0XS5B40FN,1,2025-05-03,wrong item,resellable
RET-001184,ORD-006950,B0TBF17EBH,1,2025-05-26,changed mind,resellable
RET-001185,ORD-006953,B04CU9MZTG,1,2025-05-09,changed mind,opened
RET-001186,ORD-006962,B0TE7M6JWU,1,2025-06-10,wrong item,resellable
RET-001187,ORD-006962,B0S1ZHPN2M,1,2025-04-30,no longer needed,resellable
RET-001188,ORD-006968,B00RADH5S3,1,2025-05-19,arrived damaged,resellable
RET-001189,ORD-006969,VH-1073,1,2025-05-03,wrong item,opened
RET-001190,ORD-006970,VH-1087,1,2025-04-14,changed mind,opened
RET-001191,ORD-006977,B0TBF17EBH,1,2025-04-09,not as described,opened
RET-001192,ORD-006984,VH-1118,1,2025-06-29,quality issue,opened
RET-001193,ORD-006986,B0N4R752V5,1,2025-04-17,no longer needed,opened
RET-001194,ORD-007008,B0D27V1BVA,2,2025-04-22,no longer needed,resellable
RET-001195,ORD-007020,B0TE7M6JWU,1,2025-04-15,changed mind,opened
RET-001196,ORD-007021,B0HGZ5AHB5,1,2025-05-04,changed mind,opened
RET-001197,ORD-007030,B0C14B2M8L,1,2025-04-12,changed mind,resellable
RET-001198,ORD-007031,B0HC6GKYNZ,1,2025-04-14,changed mind,opened
RET-001199,ORD-007035,B0QT3U9PL7,1,2025-05-19,changed mind,resellable
RET-001200,ORD-007036,B0WXUN8SX9,1,2025-05-29,no longer needed,damaged
RET-001201,ORD-007038,B0TE7M6JWU,1,2025-05-16,arrived damaged,damaged
RET-001202,ORD-007047,B0WXUN8SX9,1,2025-05-10,changed mind,resellable
RET-001203,ORD-007053,B0WXUN8SX9,1,2025-05-15,not as described,resellable
RET-001204,ORD-007057,B0WXUN8SX9,3,2025-05-04,arrived damaged,resellable
RET-001205,ORD-007071,VH-1116,1,2025-05-27,quality issue,damaged
RET-001206,ORD-007083,VH-1071,1,2025-05-08,quality issue,damaged
RET-001207,ORD-007084,VH-1060,2,2025-04-28,changed mind,resellable
RET-001208,ORD-007090,B00RADH5S3,1,2025-05-23,wrong item,resellable
RET-001209,ORD-007092,B0R3PJRMZ0,2,2025-05-31,arrived damaged,damaged
RET-001210,ORD-007105,B0R6SMCWAT,1,2025-05-05,changed mind,resellable
RET-001211,ORD-007113,B0TBF17EBH,1,2025-04-26,changed mind,damaged
RET-001212,ORD-007114,B01FSLB5Q7,1,2025-04-20,wrong item,resellable
RET-001213,ORD-007130,B0L1F47G91,2,2025-04-07,no longer needed,resellable
RET-001214,ORD-007142,B06RJSMPSQ,1,2025-05-31,changed mind,resellable
RET-001215,ORD-007143,B0B1RBATAH,1,2025-06-25,not as described,opened
RET-001216,ORD-007144,VH-1053,1,2025-05-27,no longer needed,resellable
RET-001217,ORD-007145,VH-1097,1,2025-06-23,wrong item,opened
RET-001218,ORD-007152,B0GQ0AUTHT,1,2025-07-11,quality issue,opened
RET-001219,ORD-007152,B0W8N8XWYK,1,2025-06-12,no longer needed,damaged
RET-001220,ORD-007153,B0WXUN8SX9,1,2025-06-06,arrived damaged,damaged
RET-001221,ORD-007160,VH-1057,1,2025-06-09,changed mind,opened
RET-001222,ORD-007177,B0G9FTWQ6C,1,2025-06-10,changed mind,resellable
RET-001223,ORD-007191,B0TBF17EBH,1,2025-07-19,quality issue,resellable
RET-001224,ORD-007191,B0HC6GKYNZ,1,2025-06-06,changed mind,opened
RET-001225,ORD-007192,B0M5P2CY7D,1,2025-05-10,changed mind,resellable
RET-001226,ORD-007195,B0GKVZ8140,1,2025-05-18,quality issue,resellable
RET-001227,ORD-007200,VH-1079,1,2025-05-17,wrong item,opened
RET-001228,ORD-007215,B0TBF17EBH,1,2025-06-04,changed mind,opened
RET-001229,ORD-007216,B0WXUN8SX9,1,2025-06-05,no longer needed,resellable
RET-001230,ORD-007217,B0WXUN8SX9,1,2025-06-05,arrived damaged,resellable
RET-001231,ORD-007226,B0WXUN8SX9,1,2025-06-02,not as described,opened
RET-001232,ORD-007227,B0HC6GKYNZ,1,2025-06-01,no longer needed,resellable
RET-001233,ORD-007234, borosilicate-dinner-plate-set ,1,2025-06-01,quality issue,damaged
RET-001234,ORD-007237,B0TBF17EBH,1,2025-05-21,changed mind,resellable
RET-001235,ORD-007245,VH-1085,1,2025-05-23,changed mind,resellable
RET-001236,ORD-007254,B00RADH5S3,1,2025-06-04,changed mind,resellable
RET-001237,ORD-007258,B0PLGQ0WUW,1,2025-05-14,arrived damaged,damaged
RET-001238,ORD-007263,acacia_tumbler_set  ,1,2025-05-27,no longer needed,resellable
RET-001239,ORD-007271,VH-1009,1,2025-05-17,changed mind,resellable
RET-001240,ORD-007277,VH-1081,1,2025-07-02,arrived damaged,damaged
RET-001241,ORD-007278,stoeware serving board  ,1,2025-06-22,quality issue,opened
RET-001242,ORD-007279,B0AH374DW8,1,2025-05-21,not as described,damaged
RET-001243,ORD-007283,VH-1109,1,2025-05-30,changed mind,resellable
RET-001244,ORD-007299,B0MT6315WC,1,2025-05-16,quality issue,opened
RET-001245,ORD-007300, acacia-dinner-plate-set  ,1,2025-06-06,not as described,resellable
RET-001246,ORD-007304,B0WXUN8SX9,1,2025-06-04,quality issue,opened
RET-001247,ORD-007304,B07YF2T8JE,1,2025-06-07,changed mind,resellable
RET-001248,ORD-007311,B00RADH5S3,2,2025-05-17,changed mind,resellable
RET-001249,ORD-007314,VH-1049,1,2025-05-17,changed mind,resellable
RET-001250,ORD-007321,VH-1081,1,2025-06-04,quality issue,damaged
RET-001251,ORD-007325,B0WXUN8SX9,1,2025-06-01,not as described,resellable
RET-001252,ORD-007327,B0WXUN8SX9,1,2025-07-04,changed mind,resellable
RET-001253,ORD-007339,B0R6SMCWAT,1,2025-05-24,changed mind,opened
RET-001254,ORD-007340,B0WXUN8SX9,1,2025-05-14,not as described,resellable
RET-001255,ORD-007348,slate-platter  ,1,2025-07-08,arrived damaged,damaged
RET-001256,ORD-007350,B0WXUN8SX9,1,2025-05-27,not as described,resellable
RET-001257,ORD-007352,B06TDAT9ZQ,1,2025-05-08,changed mind,resellable
RET-001258,ORD-007358,VH-1087,3,2025-06-13,wrong item,opened
RET-001259,ORD-007360,B0WXUN8SX9,1,2025-06-28,wrong item,opened
RET-001260,ORD-007361,B0TBF17EBH,1,2025-06-20,wrong item,damaged
RET-001261,ORD-007363,B0MLAXK2E1,1,2025-06-25,changed mind,resellable
RET-001262,ORD-007370,VH-1072,1,2025-05-29,changed mind,resellable
RET-001263,ORD-007375,VH-1067,1,2025-05-30,not as described,resellable
RET-001264,ORD-007379,B00RADH5S3,1,2025-05-24,no longer needed,resellable
RET-001265,ORD-007386,VH-1052,1,2025-06-29,not as described,damaged
RET-001266,ORD-007394,B0S1ZHPN2M,1,2025-06-14,no longer needed,resellable
RET-001267,ORD-007399,B00RADH5S3,1,2025-06-04,not as described,resellable
RET-001268,ORD-007399,B06TDAT9ZQ,1,2025-05-30,wrong item,opened
RET-001269,ORD-007402, stonteatoweset ,1,2025-05-30,changed mind,damaged
RET-001270,ORD-007410,VH-1057,1,2025-06-05,quality issue,opened
RET-001271,ORD-007413,B0R6SMCWAT,1,2025-05-27,quality issue,damaged
RET-001272,ORD-007415,VH-1057,1,2025-06-03,changed mind,damaged
RET-001273,ORD-007416,B0JJCQQ73Q,1,2025-05-24,quality issue,damaged
RET-001274,ORD-007419,VH-1072,1,2025-05-27,changed mind,opened
RET-001275,ORD-007422,VH-1057,1,2025-06-05,changed mind,resellable
